id,language,code,error_message,error_category,error_type,concept,difficulty,expected_output,actual_output,explanation,suggested_fix,keywords
645,Python,"total = 10
for x in total:
    print(x)",'int' object is not iterable,Type Error,Incompatible data types,Iteration and data types,Beginner,Operation should complete successfully,'int' object is not iterable,The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Type Error, Iteration and data types"
646,Python,"age = 20
print('Age: ' + age)",'int' object is not iterable,Type Error,Incompatible data types,Iteration and data types,Beginner,Operation should complete successfully,'int' object is not iterable,Python cannot find the requested module.,Install or import an available module.,"Type Error, Iteration and data types"
647,Python,"total = 10
for x in total:
    print(x)",can only concatenate str,Type Error,Incompatible data types,String and numeric types,Beginner,Operation should complete successfully,can only concatenate str,The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Type Error, String and numeric types"
648,Python,"numbers = [1, 2]
print(numbers + 5)",can only concatenate str,Type Error,Incompatible data types,String and numeric types,Beginner,Operation should complete successfully,can only concatenate str,The statement inside the block is not indented.,Indent the statement inside the if block.,"Type Error, String and numeric types"
649,Python,"age = 20
print('Age: ' + age)",can only concatenate str,Type Error,Incompatible data types,String and numeric types,Intermediate,Operation should complete successfully,can only concatenate str,The requested index is outside the list range.,Use an index within the valid range of the list.,"Type Error, String and numeric types"
650,Python,"total = 10
for x in total:
    print(x)",'NoneType' object is not callable,Type Error,Incompatible data types,Functions and None,Beginner,Operation should complete successfully,'NoneType' object is not callable,The requested index is outside the list range.,Use an index within the valid range of the list.,"Type Error, Functions and None"
651,Python,"numbers = [1, 2]
print(numbers + 5)",can only concatenate str,Type Error,Incompatible data types,String and numeric types,Beginner,Operation should complete successfully,can only concatenate str,The negative index is outside the valid range.,Use a valid negative index within the list length.,"Type Error, String and numeric types"
652,Python,"numbers = [1, 2]
print(numbers + 5)",'NoneType' object is not callable,Type Error,Incompatible data types,Functions and None,Beginner,Operation should complete successfully,'NoneType' object is not callable,The function call does not provide all required arguments.,Pass all required function arguments.,"Type Error, Functions and None"
653,Python,"x = 10
print(x.lower())",'int' object is not iterable,Type Error,Incompatible data types,Iteration and data types,Beginner,Operation should complete successfully,'int' object is not iterable,The statement inside the block is not indented.,Indent the statement inside the if block.,"Type Error, Iteration and data types"
654,Python,"numbers = [1, 2]
print(numbers + 5)",unsupported operand type(s),Type Error,Incompatible data types,Data types and operators,Beginner,Operation should complete successfully,unsupported operand type(s),The function call does not provide all required arguments.,Pass all required function arguments.,"Type Error, Data types and operators"
655,Python,"x = 10
print(x.lower())",'int' object is not iterable,Type Error,Incompatible data types,Iteration and data types,Beginner,Operation should complete successfully,'int' object is not iterable,The statement inside the block is not indented.,Indent the statement inside the if block.,"Type Error, Iteration and data types"
656,Python,"age = 20
print('Age: ' + age)",can only concatenate str,Type Error,Incompatible data types,String and numeric types,Beginner,Operation should complete successfully,can only concatenate str,The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Type Error, String and numeric types"
